"","roster_id","team","wk","matchup_id","points","opp_id","opp_team","opp_points","starters","full_name","starters_points","starter_slot","year"
"1",1,"Mingo",1,1,183.92,6,"Frazier",185.42,96,"Aaron Rodgers",-0.68,"QB",2021
"2",1,"Mingo",1,1,183.92,6,"Frazier",185.42,4029,"Dalvin Cook",17.4,"RB1",2021
"3",1,"Mingo",1,1,183.92,6,"Frazier",185.42,4199,"Aaron Jones",3.2,"RB2",2021
"4",1,"Mingo",1,1,183.92,6,"Frazier",185.42,2216,"Mike Evans",5.15,"WR1",2021
"5",1,"Mingo",1,1,183.92,6,"Frazier",185.42,6801,"Tee Higgins",13.8,"WR2",2021
"6",1,"Mingo",1,1,183.92,6,"Frazier",185.42,1426,"DeAndre Hopkins",23.3,"WR3",2021
"7",1,"Mingo",1,1,183.92,6,"Frazier",185.42,1466,"Travis Kelce",22.6,"TE",2021
"8",1,"Mingo",1,1,183.92,6,"Frazier",185.42,6955,"James Robinson",9.4,"FLEX",2021
"9",1,"Mingo",1,1,183.92,6,"Frazier",185.42,6083,"Matt Gay",11,"K",2021
"10",1,"Mingo",1,1,183.92,6,"Frazier",185.42,6782,"Chase Young",6.75,"DL1",2021
"11",1,"Mingo",1,1,183.92,6,"Frazier",185.42,4063,"Haason Reddick",16.5,"DL2",2021
"12",1,"Mingo",1,1,183.92,6,"Frazier",185.42,1233,"Bobby Wagner",16.75,"LB1",2021
