"","roster_id","team","year","wk","matchup_id","points","opp_id","opp_team","opp_points","starters","full_name","starters_points","starter_slot"
"177",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,1466,"Travis Kelce",16.7,"TE"
"178",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,2309,"Amari Cooper",10.4,"FLEX"
"179",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,1181,"Luke Kuechly",21,"DFLEX"
"180",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,110,"Stephen Gostkowski",5,"K"
"181",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,856,"J.J. Watt",2,"DL1"
"182",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,957,"Cameron Jordan",9,"DL2"
"183",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,4110,"Zach Cunningham",15,"LB1"
"184",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,1905,"Christian Kirksey",4,"LB2"
"185",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,2338,"Landon Collins",12,"DB1"
"186",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,1617,"Bradley McDougald",9,"DB2"
"187",1,"Mingo",2019,2,3,178.76,2,"Tim",139.46,2445,"Adrian Amos",4,"DB3"
"188",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,96,"Aaron Rodgers",14.36,"QB"
"189",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,5850,"Josh Jacobs",9.9,"RB1"
"190",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,956,"Mark Ingram",7.7,"RB2"
"191",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,2078,"Odell Beckham",22.1,"WR1"
"192",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,1110,"T.Y. Hilton",11.3,"WR2"
"193",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,2197,"Brandin Cooks",13.6,"WR3"
"194",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,2118,"Eric Ebron",8.5,"TE"
"195",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,1149,"Alshon Jeffery",0,"FLEX"
"196",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,2330,"Shaq Thompson",8,"DFLEX"
"197",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,4227,"Harrison Butker",4,"K"
"198",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,5015,"Sam Hubbard",5,"DL1"
"199",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,2308,"Dante Fowler",6,"DL2"
"200",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,4980,"Leighton Vander Esch",5,"LB1"
"201",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,3747,"Cory Littleton",10,"LB2"
"202",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,643,"Earl Thomas",1,"DB1"
"203",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,5348,"Kyzir White",7,"DB2"
"204",2,"Tim",2019,2,3,139.46,1,"Mingo",178.76,544,"Kareem Jackson",6,"DB3"
"205",3,"Josh",2019,2,4,171.48,7,"Carter",132,4881,"Lamar Jackson",30.88,"QB"
"206",3,"Josh",2019,2,4,171.48,7,"Carter",132,4152,"Marlon Mack",6.3,"RB1"
